Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
APX42125,Porcine epidemic diarrhea virus,GenBank,set:KU893871,KU893871,,"Lin,C.M., Hou,Y., Marthaler,D.G., Gao,X., Liu,X., Zheng,L., Saif,L.J., Wang,Q., Lin,C.-M., Marthaler,D., Lu,Z., Eltholoth,M.S.",2017-01-24,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1385,,,1,spike protein,USA,USA,,Sus scrofa,,2015-06-01,,,spike protein [Porcine epidemic diarrhea virus]
APX42131,Porcine epidemic diarrhea virus,GenBank,set:KU893872,KU893872,,"Lin,C.M., Hou,Y., Marthaler,D.G., Gao,X., Liu,X., Zheng,L., Saif,L.J., Wang,Q., Lin,C.-M., Marthaler,D., Lu,Z., Eltholoth,M.S.",2017-01-24,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1376,,,1,spike protein,USA,USA,,Sus scrofa,,2015-10-01,,,spike protein [Porcine epidemic diarrhea virus]
APX42137,Porcine epidemic diarrhea virus,GenBank,set:KU893873,KU893873,,"Lin,C.M., Hou,Y., Marthaler,D.G., Gao,X., Liu,X., Zheng,L., Saif,L.J., Wang,Q., Lin,C.-M., Marthaler,D., Lu,Z., Eltholoth,M.S.",2017-01-24,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1376,,,1,spike protein,USA,USA,,Sus scrofa,,2015-10-01,,,spike protein [Porcine epidemic diarrhea virus]
APV46112,Infectious bronchitis virus,GenBank,set:KX219793,KX219793,,"Gao,M., Chen,L., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S.",2017-01-22,,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2011-11,,,spike protein [Infectious bronchitis virus]
APV46121,Infectious bronchitis virus,GenBank,set:KX219794,KX219794,,"Gao,M., Chen,L., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S.",2017-01-22,,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2010-11,,,spike protein [Infectious bronchitis virus]
APV46130,Infectious bronchitis virus,GenBank,set:KX219795,KX219795,,"Gao,M., Zhao,W., Xu,Q., Zhang,T., Chen,Y., Wang,Q., Han,Z., Liu,S.",2017-01-22,,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2015-03,,,spike protein [Infectious bronchitis virus]
APV46139,Infectious bronchitis virus,GenBank,set:KX219796,KX219796,,"Gao,M., Xu,Q., Zhao,W., Zhang,T., Chen,Y., Wang,Q., Han,Z., Liu,S.L.",2017-01-22,,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2011-12,,,spike protein [Infectious bronchitis virus]
APV46157,Infectious bronchitis virus,GenBank,set:KX219798,KX219798,,"Gao,M., Zhao,W., Xu,Q., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S.",2017-01-22,,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2012-09,,,spike protein [Infectious bronchitis virus]
APV46166,Infectious bronchitis virus,GenBank,set:KX219799,KX219799,,"Gao,M., Zhao,W., Xu,Q., Zhang,T., Chen,Y., Wang,Q., Han,Z., Liu,S.",2017-01-22,,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2013-02,,,spike protein [Infectious bronchitis virus]
APV46175,Infectious bronchitis virus,GenBank,set:KX219800,KX219800,,"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S.",2017-01-22,,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2013-06,,,spike protein [Infectious bronchitis virus]
APV46184,Infectious bronchitis virus,GenBank,set:KX219801,KX219801,,"Gao,M., Zhao,W., Chen,Y., Wang,Q., Zhang,T., Han,Z., Liu,S.",2017-01-22,,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,China,China,,Gallus gallus,,2012-04,,,spike protein [Infectious bronchitis virus]
APU57645,Lucheng Rn rat coronavirus,GenBank,set:KF294380,KF294380,,"Wang,W., Lin,X.D., Guo,W.P., Zhou,R.H., Wang,M.R., Wang,C.Q., Ge,S., Mei,S.H., Li,M.H., Shi,M., Holmes,E.C., Zhang,Y.Z., Hao,Z.Y., Wang,Z.X., Guan,X.Q., Wang,H.W., Tang,G.P., Wu,J., Lin,X.-D., Zhou,R.-H., Guo,W.-P., Zhang,Y.-Z.",2017-01-12,Lucheng-19,Lucheng Rn rat coronavirus,Alphacoronavirus,Coronaviridae,ssRNA(+),1134,,,2,spike glycoprotein,China,China,,Rattus norvegicus,,2013,,,spike glycoprotein [Lucheng Rn rat coronavirus]
APR64495,Porcine epidemic diarrhea virus,GenBank,set:KY070587,KY070587,,"Fan,B., Guo,R., Yu,Z., Jiao,D., Mao,A., Pang,F., Li,B., He,K.",2017-01-03,JSCZ1601,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1384,,,,spike protein,China,China,,Sus scrofa,abdominal cavity,2016,,,spike protein [Porcine epidemic diarrhea virus]
AMS37100,Porcine epidemic diarrhea virus,GenBank,set:KR153325,KR153325,,"Mo,W.Y., Luo,J., Zhu,S.H., Zhang,D.T., Tian,Q., Wang,Y.F., Leng,H.P., Lin,Y.Y., Guo,X.F.",2017-01-01,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1386,,,,spike protein,China,China,,Sus scrofa,abdominal cavity,2014-01-01,,,spike protein [Porcine epidemic diarrhea virus]
AMS37110,Porcine epidemic diarrhea virus,GenBank,set:KR153326,KR153326,,"Mo,W.Y., Luo,J., Zhu,S.H., Zhang,D.T., Tian,Q., Wang,Y.F., Leng,H.P., Lin,Y.Y., Guo,X.F.",2017-01-01,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1386,,,,spike protein,China,China,,Sus scrofa,abdominal cavity,2014-01-04,,,spike protein [Porcine epidemic diarrhea virus]
AOC59723,Infectious bronchitis virus,GenBank,set:KX266757,KX266757,,"Lin,S.Y., Li,Y.T., Chen,Y.T., Chen,T.C., Chen,H.W.",2016-12-31,3575/08,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1165,,,,spike protein,Taiwan,Taiwan,,Gallus gallus,,2008,,,spike protein [Infectious bronchitis virus]
ANI69824,Middle East respiratory syndrome-related coronavirus,GenBank,set:KX108937,KX108937,,"Lau,S.K., Wernery,R., Wong,E.Y., Joseph,S., Tsang,A.K., Patteril,N.A., Elizabeth,S.K., Chan,K.H., Muhammed,R., Kinne,J., Yuen,K.Y., Wernery,U., Woo,P.C., Lau,S.K.P., Wong,E.Y.M., Tsang,A.K.L., Woo,P.C.Y.",2016-12-29,D1164.1/14,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),1353,,,1,spike protein,United Arab Emirates,United Arab Emirates,,Camelus dromedarius,,2014-06-02,,,spike protein [Middle East respiratory syndrome-related coronavirus]
ANI69835,Middle East respiratory syndrome-related coronavirus,GenBank,set:KX108938,KX108938,,"Lau,S.K., Wernery,R., Wong,E.Y., Joseph,S., Tsang,A.K., Patteril,N.A., Elizabeth,S.K., Chan,K.H., Muhammed,R., Kinne,J., Yuen,K.Y., Wernery,U., Woo,P.C., Lau,S.K.P., Wong,E.Y.M., Tsang,A.K.L., Woo,P.C.Y.",2016-12-29,D2597.2/14,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),1353,,,1,spike protein,United Arab Emirates,United Arab Emirates,,Camelus dromedarius,,2014-12-13,,,spike protein [Middle East respiratory syndrome-related coronavirus]
ANI69846,Middle East respiratory syndrome-related coronavirus,GenBank,set:KX108939,KX108939,,"Lau,S.K., Wernery,R., Wong,E.Y., Joseph,S., Tsang,A.K., Patteril,N.A., Elizabeth,S.K., Chan,K.H., Muhammed,R., Kinne,J., Yuen,K.Y., Wernery,U., Woo,P.C., Lau,S.K.P., Wong,E.Y.M., Tsang,A.K.L., Woo,P.C.Y.",2016-12-29,D252/15,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),1353,,,1,spike protein,United Arab Emirates,United Arab Emirates,,Camelus dromedarius,,2015-01-30,,,spike protein [Middle East respiratory syndrome-related coronavirus]
ANI69857,Middle East respiratory syndrome-related coronavirus,GenBank,set:KX108940,KX108940,,"Lau,S.K., Wernery,R., Wong,E.Y., Joseph,S., Tsang,A.K., Patteril,N.A., Elizabeth,S.K., Chan,K.H., Muhammed,R., Kinne,J., Yuen,K.Y., Wernery,U., Woo,P.C., Lau,S.K.P., Wong,E.Y.M., Tsang,A.K.L., Woo,P.C.Y.",2016-12-29,D374/15,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),1353,,,1,spike protein,United Arab Emirates,United Arab Emirates,,Camelus dromedarius,,2015-02-12,,,spike protein [Middle East respiratory syndrome-related coronavirus]
ANI69868,Middle East respiratory syndrome-related coronavirus,GenBank,set:KX108941,KX108941,,"Lau,S.K., Wernery,R., Wong,E.Y., Joseph,S., Tsang,A.K., Patteril,N.A., Elizabeth,S.K., Chan,K.H., Muhammed,R., Kinne,J., Yuen,K.Y., Wernery,U., Woo,P.C., Lau,S.K.P., Wong,E.Y.M., Tsang,A.K.L., Woo,P.C.Y.",2016-12-29,D383/15,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),1353,,,1,spike protein,United Arab Emirates,United Arab Emirates,,Camelus dromedarius,,2015-02-14,,,spike protein [Middle East respiratory syndrome-related coronavirus]
ANI69878,Middle East respiratory syndrome-related coronavirus,GenBank,set:KX108942,KX108942,,"Lau,S.K., Wernery,R., Wong,E.Y., Joseph,S., Tsang,A.K., Patteril,N.A., Elizabeth,S.K., Chan,K.H., Muhammed,R., Kinne,J., Yuen,K.Y., Wernery,U., Woo,P.C., Lau,S.K.P., Wong,E.Y.M., Tsang,A.K.L., Woo,P.C.Y.",2016-12-29,D389/15,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),1353,,,1,spike protein,United Arab Emirates,United Arab Emirates,,Camelus dromedarius,,2015-02-15,,,spike protein [Middle East respiratory syndrome-related coronavirus]
ANI69889,Middle East respiratory syndrome-related coronavirus,GenBank,set:KX108943,KX108943,,"Lau,S.K., Wernery,R., Wong,E.Y., Joseph,S., Tsang,A.K., Patteril,N.A., Elizabeth,S.K., Chan,K.H., Muhammed,R., Kinne,J., Yuen,K.Y., Wernery,U., Woo,P.C., Lau,S.K.P., Wong,E.Y.M., Tsang,A.K.L., Woo,P.C.Y.",2016-12-29,D998/15,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),1353,,,1,spike protein,United Arab Emirates,United Arab Emirates,,Camelus dromedarius,,2015-04-23,,,spike protein [Middle East respiratory syndrome-related coronavirus]
ANI69900,Middle East respiratory syndrome-related coronavirus,GenBank,set:KX108944,KX108944,,"Lau,S.K., Wernery,R., Wong,E.Y., Joseph,S., Tsang,A.K., Patteril,N.A., Elizabeth,S.K., Chan,K.H., Muhammed,R., Kinne,J., Yuen,K.Y., Wernery,U., Woo,P.C., Lau,S.K.P., Wong,E.Y.M., Tsang,A.K.L., Woo,P.C.Y.",2016-12-29,D1157/15,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),1353,,,1,spike protein,United Arab Emirates,United Arab Emirates,,Camelus dromedarius,,2015-05-12,,,spike protein [Middle East respiratory syndrome-related coronavirus]
ANI69911,Middle East respiratory syndrome-related coronavirus,GenBank,set:KX108945,KX108945,,"Lau,S.K., Wernery,R., Wong,E.Y., Joseph,S., Tsang,A.K., Patteril,N.A., Elizabeth,S.K., Chan,K.H., Muhammed,R., Kinne,J., Yuen,K.Y., Wernery,U., Woo,P.C., Lau,S.K.P., Wong,E.Y.M., Tsang,A.K.L., Woo,P.C.Y.",2016-12-29,D1271/15,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),1353,,,1,spike protein,United Arab Emirates,United Arab Emirates,,Camelus dromedarius,,2015-05-29,,,spike protein [Middle East respiratory syndrome-related coronavirus]
ANI69922,Middle East respiratory syndrome-related coronavirus,GenBank,set:KX108946,KX108946,,"Lau,S.K., Wernery,R., Wong,E.Y., Joseph,S., Tsang,A.K., Patteril,N.A., Elizabeth,S.K., Chan,K.H., Muhammed,R., Kinne,J., Yuen,K.Y., Wernery,U., Woo,P.C., Lau,S.K.P., Wong,E.Y.M., Tsang,A.K.L., Woo,P.C.Y.",2016-12-29,D1189.1/15,Middle East respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),1353,,,1,spike protein,United Arab Emirates,United Arab Emirates,,Camelus dromedarius,,2015-05-18,,,spike protein [Middle East respiratory syndrome-related coronavirus]
APQ31244,Transmissible gastroenteritis virus,GenBank,set:KX083668,KX083668,,"Bai,Y.",2016-12-27,HE-1,Alphacoronavirus 1,Alphacoronavirus,Coronaviridae,ssRNA(+),1447,,,,spike protein,China,China,,Sus scrofa,,2015,,,spike protein [Transmissible gastroenteritis virus]
API80970,Infectious bronchitis virus,GenBank,set:KY047602,KY047602,,"Lisowska,A., Sajewicz-Krukowska,J., Fusaro,A., Pikula,A., Domanska-Blicharz,K., Opolska,J.",2016-12-13,gammaCoV/Ck/Poland/G052/2016,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1163,,,,spike protein,Poland,Poland,,Gallus gallus,,2016-02,,,spike protein [Infectious bronchitis virus]
API61790,Infectious bronchitis virus,GenBank,set:KX077987,KX077987,,"Gao,M., Zhao,W., Wang,Q., Chen,Y., Han,Z., Liu,S.",2016-12-12,,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1161,,,,spike protein,China,China,,Gallus gallus,,2015,,,spike protein [Infectious bronchitis virus]
APH81306,Porcine epidemic diarrhea virus,GenBank,set:KX981440,KX981440,,"Liu,X., Zhang,Q., Fang,Y., Zhou,P., Wang,Y., Zhang,Y.",2016-12-11,CH/HNZZ47/2016,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1384,,,,spike protein,China,China,,Sus scrofa,feces,2016-05,,,spike protein [Porcine epidemic diarrhea virus]
APG38198,Porcine deltacoronavirus,GenBank,set:KY065120,KY065120,,"Zhao,F., Wu,Y., Zhang,X.",2016-12-07,,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1159,,,,spike protein,China: Tianjin,China,,Sus scrofa,feces,2016,,,spike protein [Porcine deltacoronavirus]
APG30998,Porcine epidemic diarrhea virus,GenBank,set:KY019623,KY019623,,"Toplak,I., Kuhar,U.",2016-12-06,SLOreBAS-1/2015,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1383,,,,spike protein,Slovenia,Slovenia,,Sus scrofa,,2015-11-03,,,spike protein [Porcine epidemic diarrhea virus]
APG31005,Porcine epidemic diarrhea virus,GenBank,set:KY019624,KY019624,,"Toplak,I., Kuhar,U.",2016-12-06,SLOreBAS-2/2015,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1383,,,,spike protein,Slovenia,Slovenia,,Sus scrofa,,2015-11-03,,,spike protein [Porcine epidemic diarrhea virus]
APF29061,Human coronavirus NL63,GenBank,set:KX179494,KX179494,,"Lednicky,J.A., White,S.K., Loeb,J.C., Morris,J.G. Jr., Okech,B.A., Beau De Rochars,V.M., Elbadry,M.A.",2016-12-03,,Human coronavirus NL63,Alphacoronavirus,Coronaviridae,ssRNA(+),1356,,,,spike protein,Haiti,Haiti,,Homo sapiens,blood,2015-01-21,,,spike protein [Human coronavirus NL63]
APF29062,Human coronavirus NL63,GenBank,set:KX179495,KX179495,,"Lednicky,J.A., White,S.K., Loeb,J.C., Morris,J.G. Jr., Okech,B.A., Beau De Rochars,V.M., Elbadry,M.A.",2016-12-03,,Human coronavirus NL63,Alphacoronavirus,Coronaviridae,ssRNA(+),1356,,,,spike protein,Haiti,Haiti,,Homo sapiens,blood,2015-01-22,,,spike protein [Human coronavirus NL63]
APF29063,Human coronavirus NL63,GenBank,set:KX179496,KX179496,,"Lednicky,J.A., White,S.K., Loeb,J.C., Morris,J.G. Jr., Okech,B.A., Beau De Rochars,V.M., Elbadry,M.A.",2016-12-03,,Human coronavirus NL63,Alphacoronavirus,Coronaviridae,ssRNA(+),1356,,,,spike protein,Haiti,Haiti,,Homo sapiens,blood,2015-01-27,,,spike protein [Human coronavirus NL63]
APF29071,Human coronavirus NL63,GenBank,set:KX179500,KX179500,,"Lednicky,J.A., Morris,J.G. Jr., Rand,K.H., White,S.K., Loeb,J.C.",2016-12-03,,Human coronavirus NL63,Alphacoronavirus,Coronaviridae,ssRNA(+),1356,,,,spike protein,USA,USA,,Homo sapiens,oronasopharynx,2015-09,,,spike protein [Human coronavirus NL63]
APD70934,Porcine epidemic diarrhea virus,GenBank,set:KX066126,KX066126,,"Li,J., Gao,Y., Han,J., Zhou,L., Ge,X., Guo,X., Yang,H.",2016-11-27,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1386,,,,spike protein,China,China,,Sus scrofa,,2011-11,,,spike protein [Porcine epidemic diarrhea virus]
AOS89611,Porcine epidemic diarrhea virus,GenBank,set:KU847996,KU847996,,"Qianqian,S., Tao,S., Han,L., Liurong,F., Shaobo,X.",2016-10-05,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1383,,,,spike protein,China,China,,Sus scrofa,"feces, abdominal cavity",2015-07-26,,,spike protein [Porcine epidemic diarrhea virus]
AOM53027,Porcine deltacoronavirus,GenBank,set:KX118627,KX118627,,"Lorsirigool,A., Saeng-Chuto,K., Temeeyasen,G., Madapong,A., Tripipat,T., Wegner,M., Tuntituvanont,A., Intrakamhaeng,M., Nilubol,D.",2016-09-13,P1_16_BTL_0115/PDCoV/2016/Lao,Coronavirus HKU15,Deltacoronavirus,Coronaviridae,ssRNA(+),1160,,,1,spike protein,Laos,Laos,,Sus scrofa,abdominal cavity,2016-01-20,,,spike protein [Porcine deltacoronavirus]
AOM53008,Porcine epidemic diarrhea virus,GenBank,set:KX534205,KX534205,,"Tao,J., Liu,H.",2016-09-12,JSLS-1/2015,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1382,,,,spike protein,China,China,,Sus scrofa,,2015-01-25,,,spike protein [Porcine epidemic diarrhea virus]
AOM53015,Porcine epidemic diarrhea virus,GenBank,set:KX534206,KX534206,,"Tao,J., Liu,H.",2016-09-12,JS-2/2015,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1382,,,,spike protein,China,China,,Sus scrofa,,2015-01-05,,,spike protein [Porcine epidemic diarrhea virus]
AOL02453,Human coronavirus OC43,GenBank,set:KX344031,KX344031,,"Taboada,B., Isa,P.A., Espinoza,M.A., Aponte,F., Arias-Ortiz,M., Monge-Martinez,J., Rodriguez-Vazque,R., Diaz-Hernandez,F., Zarate-Vidal,F., Wong-Chew,R.M., Firo-Reyes,V., Rio-Almendarez,C., Gaitan-Meza,J., Villasenor-Sierra,A., Martinez-Aguilar,G., Salas-Mier,M.C., Noyola,D.E., Perez-Gonzalez,L.F., Lopez,S., Santos-Preciado,J.I., Arias,C.F.",2016-09-11,LRTI_238,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),1358,,,,spike glycoprotein,Mexico,Mexico,,Homo sapiens,oronasopharynx,2011-02-09,,,spike glycoprotein [Human coronavirus OC43]
AOG30822,Rousettus bat coronavirus,GenBank,set:KU762338,KU762338,,"Huang,C., Liu,J., Xu,W., Jin,T., Shi,Y., Ji,W., Jia,H., Zhou,Y., Wen,H., Zhao,H., Liu,H., Li,H., Wang,Q., Wu,Y., Wang,L., Liu,D., Liu,G., Yu,H., Holmes,E., Lu,L., Gao,G.F.",2016-09-03,GCCDC1 356,Rousettus bat coronavirus GCCDC1,Betacoronavirus,Coronaviridae,ssRNA(+),1290,,,,spike protein,China,China,,Rousettus leschenaultii,feces,2014-05-28,,,spike protein [Rousettus bat coronavirus]
AOC38021,Porcine epidemic diarrhea virus,GenBank,set:KU664503,KU664503,,"Huang,Y.W.",2016-08-20,ZJU/G1/2013,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1380,,,,spike protein,China,China,,Sus scrofa,,2013-11-14,,,spike protein [Porcine epidemic diarrhea virus]
BAV31349,Ferret coronavirus,GenBank,set:LC119077,LC119077,,"Li,T., Nakamura,T., Kataoka,M., Ami,Y., Suzaki,Y., Takeda,N., Wakita,T.",2016-07-20,,Ferret coronavirus,Alphacoronavirus,Coronaviridae,ssRNA(+),1449,,,,spike protein,Japan,Japan,,Mustela putorius furo,,2013-05-22,,,spike protein [Ferret coronavirus]
AKP80610,Porcine epidemic diarrhea virus,GenBank,set:KM975738,KM975738,,"Chen,Q., Chriswell,A., Dunn,D., Li,G., Sinha,A., Harmon,K., Stensland,W., Gauger,P., Yoon,K.-J., Madson,D., Schwartz,K., Mueller,K., Main,R., Stevenson,G., Zhang,J.",2016-07-09,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1383,,,,spike protein,USA: Iowa,USA,IA,Sus scrofa,,2013-05-16,,,spike protein [Porcine epidemic diarrhea virus]
AKP80617,Porcine epidemic diarrhea virus,GenBank,set:KM975739,KM975739,,"Chen,Q., Chriswell,A., Dunn,D., Li,G., Sinha,A., Harmon,K., Stensland,W., Gauger,P., Yoon,K.-J., Madson,D., Schwartz,K., Mueller,K., Main,R., Stevenson,G., Zhang,J.",2016-07-09,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1383,,,,spike protein,USA: Iowa,USA,IA,Sus scrofa,,2013-05-29,,,spike protein [Porcine epidemic diarrhea virus]
AKP80624,Porcine epidemic diarrhea virus,GenBank,set:KM975740,KM975740,,"Chen,Q., Chriswell,A., Dunn,D., Li,G., Sinha,A., Harmon,K., Stensland,W., Gauger,P., Yoon,K.-J., Madson,D., Schwartz,K., Mueller,K., Main,R., Stevenson,G., Zhang,J.",2016-07-09,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1383,,,,spike protein,USA: Illinois,USA,IL,Sus scrofa,,2013-12-31,,,spike protein [Porcine epidemic diarrhea virus]
AKP80631,Porcine epidemic diarrhea virus,GenBank,set:KM975741,KM975741,,"Chen,Q., Chriswell,A., Dunn,D., Li,G., Sinha,A., Harmon,K., Stensland,W., Gauger,P., Yoon,K.-J., Madson,D., Schwartz,K., Mueller,K., Main,R., Stevenson,G., Zhang,J.",2016-07-09,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1383,,,,spike protein,USA: Missouri,USA,MO,Sus scrofa,,2014-01-20,,,spike protein [Porcine epidemic diarrhea virus]
ANO81443,Infectious bronchitis virus,GenBank,set:KU361187,KU361187,,"Qin,A., Zhou,H., Zhang,M., Tian,X.",2016-07-06,CK/CH/2010/JT-1,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1164,,,,spike glycoprotein,China,China,,Gallus gallus,,2010,,,spike glycoprotein [Infectious bronchitis virus]
ANO81454,Infectious bronchitis virus,GenBank,set:KU361188,KU361188,,"Qin,A., Zhou,H., Zhang,M., Tian,X.",2016-07-06,CK/CH/2014/QL1403,Avian coronavirus,Gammacoronavirus,Coronaviridae,ssRNA(+),1171,,,,spike glycoprotein,China,China,,Gallus gallus,,2014,,,spike glycoprotein [Infectious bronchitis virus]
ANJ04974,Bovine coronavirus,GenBank,set:KU886219,KU886219,,"Hu,J., Wang,Q., Zhang,W., Shi,C., Jiao,H., Peng,A., Zhang,Y., Wang,N., Meng,Z.",2016-06-13,,Betacoronavirus 1,Betacoronavirus,Coronaviridae,ssRNA(+),1363,,,,spike protein,China: Xinjiang,China,,Bos taurus,,2015-05-30,,,spike protein [Bovine coronavirus]
ANI85728,Porcine epidemic diarrhea virus,GenBank,set:KU982966,KU982966,,"Freeman,M.",2016-06-11,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1386,,,,spike protein,USA: Texas,USA,TX,Sus scrofa,feces,2015-10-22,,,spike protein [Porcine epidemic diarrhea virus]
ANI85734,Porcine epidemic diarrhea virus,GenBank,set:KU982967,KU982967,,"Freeman,M.",2016-06-11,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1386,,,,spike protein,USA: Kansas,USA,KS,Sus scrofa,feces,2015-10-21,,,spike protein [Porcine epidemic diarrhea virus]
ANI85740,Porcine epidemic diarrhea virus,GenBank,set:KU982968,KU982968,,"Freeman,M.",2016-06-11,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1386,,,,spike protein,USA: Oklahoma,USA,OK,Sus scrofa,feces,2015-11-06,,,spike protein [Porcine epidemic diarrhea virus]
ANI85746,Porcine epidemic diarrhea virus,GenBank,set:KU982969,KU982969,,"Freeman,M.",2016-06-11,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1386,,,,spike protein,USA: Iowa,USA,IA,Sus scrofa,,2015-10-21,,,spike protein [Porcine epidemic diarrhea virus]
ANI85752,Porcine epidemic diarrhea virus,GenBank,set:KU982970,KU982970,,"Freeman,M.",2016-06-11,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1386,,,,spike protein,USA: North Dakota,USA,ND,Sus scrofa,feces,2015-11-06,,,spike protein [Porcine epidemic diarrhea virus]
ANI85758,Porcine epidemic diarrhea virus,GenBank,set:KU982971,KU982971,,"Freeman,M.",2016-06-11,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1386,,,,spike protein,USA: Minnesota,USA,MN,Sus scrofa,feces,2015-01-09,,,spike protein [Porcine epidemic diarrhea virus]
ANI85764,Porcine epidemic diarrhea virus,GenBank,set:KU982972,KU982972,,"Freeman,M.",2016-06-11,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1386,,,,spike protein,USA: Minnesota,USA,MN,Sus scrofa,"saliva, oronasopharynx",2015-10-22,,,spike protein [Porcine epidemic diarrhea virus]
ANI85770,Porcine epidemic diarrhea virus,GenBank,set:KU982973,KU982973,,"Freeman,M.",2016-06-11,,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,ssRNA(+),1386,,,,spike protein,USA: Minnesota,USA,MN,Sus scrofa,feces,2015-11-12,,,spike protein [Porcine epidemic diarrhea virus]
